timestamp,country,product_type,input_tokens,output_tokens,total_tokens
2025-08-07 21:05:40,norway,knitted hoodie Sweatshirts,42456,2067,44523
2025-08-07 21:05:41,norway,woven jacket Winter Jackets,43407,2136,45543
2025-08-07 21:05:41,norway,knitted tights short Tights,42639,2097,44736
2025-08-07 21:05:41,norway,knitted t-shirt T-Shirts,42279,2313,44592
2025-08-07 21:05:42,norway,knitted pants Pants,42544,2271,44815
2025-08-07 21:05:43,norway,woven pants Pants,43054,2846,45900
2025-08-07 21:05:43,norway,woven jacket Winter Jackets,43339,2949,46288
2025-08-07 21:05:48,norway,knitted t-shirt T-Shirts,42315,3470,45785
2025-08-07 21:15:15,norway,knitted tights short Tights,42639,2042,44681
2025-08-07 21:15:16,norway,knitted t-shirt T-Shirts,42279,2313,44592
2025-08-07 21:15:16,norway,woven jacket Winter Jackets,43339,2301,45640
2025-08-07 21:15:16,norway,knitted hoodie Sweatshirts,42472,2000,44472
2025-08-07 21:15:16,norway,knitted hoodie Sweatshirts,42456,2067,44523
2025-08-07 21:15:17,norway,woven pants Pants,43038,2082,45120
2025-08-07 21:15:19,norway,woven pants Pants,43054,2846,45900
2025-08-07 21:15:19,norway,woven jacket Winter Jackets,43407,2136,45543
2025-08-07 21:15:20,norway,knitted t-shirt T-Shirts,42315,3470,45785
2025-08-07 21:15:23,norway,knitted pants Pants,42544,4499,47043
2025-08-08 08:20:01,europe,knitted tights short Tights,12932,745,13677
2025-08-08 08:20:01,europe,woven pants Pants,13626,930,14556
2025-08-08 08:20:02,europe,knitted pants Pants,12572,802,13374
2025-08-08 08:20:02,europe,knitted long sleeves t-shirt T-Shirts,12760,826,13586
2025-08-08 08:20:02,europe,knitted t-shirt T-Shirts,12598,873,13471
2025-08-08 08:20:02,europe,knitted tank T-Shirts,12566,817,13383
2025-08-08 08:20:02,europe,knitted t-shirt T-Shirts,12562,776,13338
2025-08-08 08:20:03,europe,woven pants Pants,13610,916,14526
2025-08-08 08:20:09,europe,woven jacket Winter Jackets,13989,2380,16369
2025-08-08 08:20:09,europe,woven jacket Winter Jackets,13919,2370,16289
2025-08-08 08:50:25,europe,knitted tights short Tights,15008,1993,17001
2025-08-08 08:50:28,europe,knitted t-shirt T-Shirts,14674,2820,17494
2025-08-08 08:50:29,europe,woven pants Pants,15686,2830,18516
2025-08-08 08:50:29,europe,knitted long sleeves t-shirt T-Shirts,14836,2968,17804
2025-08-08 08:50:29,europe,woven pants Pants,15702,3093,18795
2025-08-08 08:50:30,europe,woven jacket Winter Jackets,15995,2892,18887
2025-08-08 08:50:30,europe,knitted pants Pants,14648,3177,17825
2025-08-08 08:50:31,europe,woven jacket Winter Jackets,16065,3104,19169
2025-08-08 08:50:34,europe,knitted tank T-Shirts,14642,3554,18196
2025-08-08 08:50:35,europe,knitted t-shirt T-Shirts,14638,3395,18033
2025-08-08 09:29:29,europe,knitted tights short Tights,15008,2584,17592
2025-08-08 09:29:30,europe,woven jacket Winter Jackets,16065,2853,18918
2025-08-08 09:29:30,europe,knitted t-shirt T-Shirts,14674,2820,17494
2025-08-08 09:29:30,europe,knitted tank T-Shirts,14642,2589,17231
2025-08-08 09:29:30,europe,woven pants Pants,15702,3093,18795
2025-08-08 09:29:31,europe,knitted long sleeves t-shirt T-Shirts,14836,2968,17804
2025-08-08 09:29:31,europe,knitted pants Pants,14648,3177,17825
2025-08-08 09:29:32,europe,woven pants Pants,15686,3199,18885
2025-08-08 09:29:32,europe,woven jacket Winter Jackets,15995,2942,18937
2025-08-08 09:29:33,europe,knitted t-shirt T-Shirts,14638,3481,18119
2025-08-08 09:38:41,europe,knitted tights short Tights,15008,2584,17592
2025-08-08 09:38:42,europe,woven pants Pants,15761,2801,18562
2025-08-08 09:38:42,europe,knitted t-shirt T-Shirts,14674,2820,17494
2025-08-08 09:38:43,europe,woven pants Pants,15702,3093,18795
2025-08-08 09:38:43,europe,knitted long sleeves t-shirt T-Shirts,14836,2968,17804
2025-08-08 09:38:43,europe,knitted pants Pants,14648,3177,17825
2025-08-08 09:38:43,europe,knitted t-shirt T-Shirts,14638,2457,17095
2025-08-08 09:38:44,europe,woven jacket Winter Jackets,16065,3104,19169
2025-08-08 09:38:46,europe,knitted tank T-Shirts,14642,3036,17678
2025-08-08 09:38:48,europe,woven jacket Winter Jackets,15995,3557,19552
2025-08-08 09:40:51,europe,knitted tights short Tights,15008,1993,17001
2025-08-08 09:40:54,europe,woven pants Pants,15823,2718,18541
2025-08-08 09:40:55,europe,woven pants Pants,15777,2817,18594
2025-08-08 09:40:55,europe,woven jacket Winter Jackets,16065,2853,18918
2025-08-08 09:40:55,europe,knitted tank T-Shirts,14642,2589,17231
2025-08-08 09:40:56,europe,knitted long sleeves t-shirt T-Shirts,14836,3074,17910
2025-08-08 09:40:56,europe,knitted pants Pants,14648,3177,17825
2025-08-08 09:40:57,europe,knitted t-shirt T-Shirts,14674,3214,17888
2025-08-08 09:40:58,europe,knitted t-shirt T-Shirts,14638,2921,17559
2025-08-08 09:41:02,europe,woven jacket Winter Jackets,15995,3557,19552
2025-08-08 10:39:11,europe,knitted joggers Pants,12771,2295,15066
2025-08-08 10:39:12,europe,woven sweatshirt Sweatshirts,17109,2816,19925
2025-08-08 10:39:13,europe,knitted hoodie Sweatshirts,12785,2436,15221
2025-08-08 10:39:14,europe,knitted tights Tights,12753,2662,15415
2025-08-08 10:39:14,europe,woven pants Pants,17087,3068,20155
2025-08-08 10:39:14,europe,knitted t-shirt T-Shirts,13080,2862,15942
2025-08-08 10:39:14,europe,woven shorts Shorts,17196,3144,20340
2025-08-08 10:39:16,europe,knitted pants Pants,12749,3449,16198
2025-08-08 10:39:17,europe,knitted sweatshirt Sweatshirts,12759,3484,16243
2025-08-08 10:39:17,europe,knitted joggers Pants,12787,3313,16100
2025-08-08 10:49:58,europe,woven sweatshirt Sweatshirts,17356,2536,19892
2025-08-08 10:49:58,europe,knitted tights Tights,13000,2535,15535
2025-08-08 10:50:00,europe,woven pants Pants,17303,2934,20237
2025-08-08 11:03:14,europe,knitted crop top Sweatshirts,13184,2250,15434
2025-08-08 11:03:16,europe,knitted shorts Shorts,13176,2746,15922
2025-08-08 11:03:17,europe,woven pants Pants,17638,2391,20029
2025-08-08 11:03:17,europe,knitted t-shirt T-Shirts,13361,2720,16081
2025-08-08 11:03:17,europe,woven shorts Shorts,17331,2898,20229
2025-08-08 11:03:17,europe,woven shorts Shorts,17654,3136,20790
2025-08-08 11:03:17,europe,woven shorts Shorts,17669,2662,20331
2025-08-08 11:03:18,europe,knitted tights Tights,12979,2178,15157
2025-08-08 11:03:19,europe,woven shorts Shorts,17412,3265,20677
2025-08-08 11:03:22,europe,woven shorts Shorts,17652,3307,20959
2025-08-08 11:04:57,europe,knitted tights Tights,12983,1950,14933
2025-08-08 11:04:58,europe,knitted t-shirt Long Sleeves,12995,2377,15372
2025-08-08 11:04:58,europe,knitted sweatshirt Hoodies & Sweatshirts,13003,2635,15638
2025-08-08 11:04:59,europe,bra Bras,13310,2569,15879
2025-08-08 11:04:59,europe,knitted t-shirt Long Sleeves,13001,2580,15581
2025-08-08 11:05:00,europe,knitted t-shirt T-Shirts,13397,2427,15824
2025-08-08 11:05:01,europe,knitted sweatshirt Sweatshirts,12991,2516,15507
2025-08-08 11:05:02,europe,knitted tights Tights,12989,2809,15798
2025-08-08 11:05:05,europe,knitted t-shirt Short Sleeves,13167,3299,16466
2025-08-08 11:05:06,europe,woven jacket Winter Jackets,17464,3249,20713
2025-08-08 11:12:03,norway,bra Bras,42596,1738,44334
2025-08-08 11:12:03,norway,knitted sweatshirt Sweatshirts,42287,2060,44347
2025-08-08 11:12:03,norway,knitted pants Trousers,42396,1999,44395
2025-08-08 11:12:04,norway,knitted tights Tights,42285,2213,44498
2025-08-08 11:12:21,norway,knitted t-shirt Long Sleeves,42297,2120,44417
2025-08-08 11:26:58,norway,bra Bras,42596,1738,44334
2025-08-08 11:26:59,norway,knitted sweatshirt Sweatshirts,42343,1914,44257
2025-08-08 11:26:59,norway,knitted sweatshirt Sweatshirts,42287,2060,44347
2025-08-08 11:26:59,norway,knitted t-shirt Long Sleeves,42297,2120,44417
2025-08-08 11:27:00,norway,knitted tights Tights,42285,2213,44498
2025-08-08 11:27:00,norway,knitted sweatshirt Hoodies & Sweatshirts,42299,2264,44563
2025-08-08 11:27:00,norway,knitted pants Trousers,42396,1999,44395
2025-08-08 11:27:01,norway,woven jacket Winter Jackets,43181,2189,45370
2025-08-08 11:27:03,norway,knitted t-shirt T-Shirts,42683,2840,45523
2025-08-08 11:27:03,norway,knitted sweatshirt Sweatshirts,42311,3208,45519
2025-08-08 11:40:30,australia,bra Bras,15668,1953,17621
2025-08-08 11:40:30,australia,woven shorts Shorts,14979,2121,17100
2025-08-08 11:40:31,australia,knitted t-shirt Long Sleeves,15353,2340,17693
2025-08-08 11:40:32,australia,knitted sweatshirt Hoodies & Sweatshirts,15361,1986,17347
2025-08-08 11:40:32,australia,knitted tights Tights,15347,2151,17498
2025-08-08 11:40:32,australia,knitted sweatshirt Sweatshirts,15349,2484,17833
2025-08-08 11:40:32,australia,knitted tights Tights,15341,2222,17563
2025-08-08 11:40:34,australia,knitted t-shirt Short Sleeves,15525,2495,18020
2025-08-08 11:40:35,australia,knitted t-shirt T-Shirts,15755,2428,18183
2025-08-08 11:40:35,australia,knitted t-shirt Long Sleeves,15359,2566,17925
2025-08-08 11:52:34,europe,knitted tank T-Shirts,13087,1918,15005
2025-08-08 11:52:35,europe,woven pants Pants,17647,2254,19901
2025-08-08 11:52:36,europe,knitted tights short Tights,13453,2394,15847
2025-08-08 11:52:37,europe,woven jacket Winter Jackets,17726,2452,20178
2025-08-08 11:52:37,europe,knitted pants Pants,13093,2470,15563
2025-08-08 11:52:38,europe,knitted t-shirt T-Shirts,13119,2637,15756
2025-08-08 11:52:38,europe,knitted t-shirt T-Shirts,13083,3001,16084
2025-08-08 11:52:40,europe,knitted long sleeves t-shirt T-Shirts,13281,2942,16223
2025-08-08 11:52:43,europe,woven jacket Winter Jackets,17796,3513,21309
2025-08-08 11:53:03,europe,woven pants Pants,17570,7003,24573
2025-08-08 11:58:01,europe,,17435,2472,19907
2025-08-08 11:58:41,europe,,17419,2575,19994
2025-08-08 11:59:31,europe,,17419,3101,20520
2025-08-08 12:05:54,europe,knitted t-shirt T-Shirts,13119,2320,15439
2025-08-08 12:05:55,europe,woven pants Pants,17722,2326,20048
2025-08-08 12:05:55,europe,woven pants Pants,17632,2501,20133
2025-08-08 12:19:15,europe,knitted t-shirt T-Shirts,13119,2637,15756
2025-08-08 12:19:15,europe,woven pants Pants,17632,2604,20236
2025-08-08 12:19:25,europe,woven pants Pants,17722,4523,22245
2025-08-08 12:25:54,europe,woven pants Pants,17722,2562,20284
2025-08-08 12:25:58,europe,knitted t-shirt T-Shirts,13119,3203,16322
2025-08-08 12:26:08,europe,woven pants Pants,17632,4991,22623
2025-08-08 12:53:33,europe,woven pants Pants,17632,2110,19742
2025-08-08 12:53:34,europe,knitted t-shirt T-Shirts,13119,2320,15439
2025-08-08 12:53:35,europe,woven pants Pants,17722,2127,19849
2025-08-08 13:06:48,europe,hoodie Sweatshirts,13145,2370,15515
2025-08-08 13:06:49,europe,woven pants Pants,17572,2263,19835
2025-08-08 13:06:49,europe,knitted t-shirt T-Shirts,13101,2374,15475
2025-08-08 13:06:49,europe,woven pants Pants,17425,2107,19532
2025-08-08 13:06:49,europe,knitted hoodie Sweatshirts,13147,2278,15425
2025-08-08 13:06:50,europe,hoodie Sweatshirts,13105,2428,15533
2025-08-08 13:06:50,europe,woven pants Pants,17419,2437,19856
2025-08-08 13:06:50,europe,knitted pants Pants,13145,2497,15642
2025-08-08 13:06:51,europe,knitted tank T-Shirts,13089,2897,15986
2025-08-08 13:06:55,europe,woven pants Pants,17678,3341,21019
2025-08-08 13:20:51,europe,woven pants Pants,17722,1932,19654
2025-08-08 13:20:52,europe,knitted t-shirt T-Shirts,13119,2320,15439
2025-08-08 13:20:52,europe,woven pants Pants,17632,2155,19787
2025-08-08 13:22:50,norway,knitted hoodie Sweatshirts,42472,2000,44472
2025-08-08 13:22:51,norway,knitted tights short Tights,42639,2097,44736
2025-08-08 13:22:55,norway,knitted t-shirt T-Shirts,42279,2313,44592
2025-08-08 13:22:56,norway,woven jacket Winter Jackets,43339,2949,46288
2025-08-08 13:23:03,norway,woven jacket Winter Jackets,43407,2136,45543
2025-08-08 13:23:08,norway,woven pants Pants,43038,2265,45303
2025-08-08 13:23:10,norway,knitted t-shirt T-Shirts,42315,2354,44669
2025-08-08 13:30:49,europe,woven pants Pants,17632,3198,20830
2025-08-08 13:30:52,europe,knitted t-shirt T-Shirts,13119,3203,16322
2025-08-08 13:30:53,europe,woven pants Pants,17722,3410,21132
2025-08-08 13:47:39,united states,bra Bras,55767,2648,58415
2025-08-08 13:48:46,united states,bra Bras,55611,2289,57900
2025-08-08 13:48:49,united states,bra Bras,55748,2574,58322
2025-08-08 13:56:18,europe,woven pants Pants,17632,1907,19539
2025-08-08 13:56:21,europe,woven pants Pants,17722,2508,20230
2025-08-08 13:56:21,europe,knitted t-shirt T-Shirts,13119,2637,15756
2025-08-08 13:57:49,europe,woven pants Pants,17722,2807,20529
2025-08-08 13:57:51,europe,knitted t-shirt T-Shirts,13119,2637,15756
2025-08-08 13:58:23,europe,woven pants Pants,17632,8068,25700
2025-08-08 13:59:48,norway,knitted hoodie Sweatshirts,42456,2067,44523
2025-08-08 13:59:48,norway,knitted hoodie Sweatshirts,42472,2000,44472
2025-08-08 13:59:48,norway,woven jacket Winter Jackets,43407,2136,45543
2025-08-08 13:59:49,norway,knitted t-shirt T-Shirts,42279,2313,44592
2025-08-08 13:59:50,norway,woven jacket Winter Jackets,43339,2949,46288
2025-08-08 14:00:48,norway,woven pants Pants,43054,2846,45900
2025-08-08 14:01:18,norway,knitted tights short Tights,42639,2097,44736
2025-08-08 14:51:53,switzerland,woven jacket Winter Jackets,86369,723,87092
2025-08-08 14:51:53,switzerland,woven jacket Winter Jackets,86297,771,87068
2025-08-08 14:51:54,switzerland,knitted tank T-Shirts,85956,1011,86967
2025-08-08 14:51:56,switzerland,knitted t-shirt T-Shirts,85988,1990,87978
2025-08-08 14:51:57,switzerland,knitted tights short Tights,86332,1910,88242
2025-08-08 14:51:57,switzerland,knitted pants Pants,85950,1878,87828
2025-08-08 14:51:57,switzerland,woven pants Pants,85980,2365,88345
2025-08-08 14:51:58,switzerland,knitted pants Pants,85962,2271,88233
2025-08-08 14:51:58,switzerland,woven pants Pants,85996,2030,88026
2025-08-08 14:52:00,switzerland,knitted long sleeves t-shirt T-Shirts,86156,2701,88857
2025-08-08 14:52:34,switzerland,,85964,2715,88679
2025-08-08 14:52:54,switzerland,,85964,2715,88679
2025-08-08 14:53:22,switzerland,,85964,2715,88679
2025-08-08 14:53:41,switzerland,,85964,2715,88679
2025-08-08 14:54:05,switzerland,,85964,2715,88679
2025-08-08 14:58:28,switzerland,woven jacket Winter Jackets,86297,771,87068
2025-08-08 14:58:29,switzerland,woven jacket Winter Jackets,86369,723,87092
2025-08-08 14:58:31,switzerland,knitted tank T-Shirts,85956,1011,86967
2025-08-08 14:58:32,switzerland,knitted pants Pants,86085,2042,88127
2025-08-08 14:58:32,switzerland,knitted pants Pants,85950,1878,87828
2025-08-08 14:58:33,switzerland,woven pants Pants,85996,2030,88026
2025-08-08 14:58:34,switzerland,knitted tights short Tights,86332,1910,88242
2025-08-08 14:58:34,switzerland,knitted t-shirt T-Shirts,85988,1990,87978
2025-08-08 14:58:36,switzerland,woven pants Pants,85980,2365,88345
2025-08-08 14:58:37,switzerland,knitted long sleeves t-shirt T-Shirts,86156,2701,88857
2025-08-08 14:59:01,switzerland,,85952,2267,88219
2025-08-08 15:00:30,switzerland,,85982,2470,88452
2025-08-08 15:00:51,switzerland,,85982,2470,88452
2025-08-08 15:01:40,switzerland,,85982,2470,88452
2025-08-08 15:06:40,switzerland,woven pants Pants,84339,2233,86572
2025-08-08 15:06:41,switzerland,woven jacket Winter Jackets,84566,2489,87055
2025-08-08 15:06:42,switzerland,knitted t-shirt T-Shirts,84287,2555,86842
2025-08-08 15:33:39,europe,t-shirt T-Shirts,13389,903,14292
2025-08-08 15:33:46,europe,knitted t-shirt T-Shirts,13075,2033,15108
2025-08-08 15:33:46,europe,knitted tights Tights,13452,1965,15417
2025-08-08 15:33:47,europe,knitted t-shirt T-Shirts,13127,2127,15254
2025-08-08 15:33:47,europe,knitted tank T-Shirts,13342,2383,15725
2025-08-08 15:33:48,europe,woven shorts Shorts,17541,2537,20078
2025-08-08 15:33:49,europe,knitted tank T-Shirts,13348,2462,15810
2025-08-08 15:33:49,europe,knitted hoodie Sweatshirts,13069,2520,15589
2025-08-08 15:33:51,europe,hoodie Sweatshirts,13083,2917,16000
2025-08-08 15:33:51,europe,knitted t-shirt T-Shirts,13426,2981,16407
2025-08-11 08:47:35,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:47:36,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:47:36,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:50:28,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:50:29,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:50:29,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:51:54,europe,knitted t-shirt Short Sleeves,13246,2266,15512
2025-08-11 08:51:54,europe,knitted tights Tights,13089,2329,15418
2025-08-11 08:51:55,europe,knitted tights Tights,13089,2329,15418
2025-08-11 08:51:56,europe,woven shorts Shorts,17516,2448,19964
2025-08-11 08:51:56,europe,knitted t-shirt T-Shirts,13438,2501,15939
2025-08-11 08:51:56,europe,knitted t-shirt Short Sleeves,13101,2654,15755
2025-08-11 08:51:57,europe,woven pants Trousers,17443,2718,20161
2025-08-11 08:51:58,europe,woven shorts Shorts,17752,2419,20171
2025-08-11 08:52:00,europe,knitted t-shirt T-Shirts,13121,2833,15954
2025-08-11 08:52:33,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:52:49,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:52:49,united states,knitted t-shirt Short Sleeves,55507,2343,57850
2025-08-11 08:53:29,europe,knitted t-shirt Short Sleeves,13101,2189,15290
2025-08-11 08:53:30,europe,knitted tights Tights,13089,2329,15418
2025-08-11 08:53:30,europe,knitted tights Tights,13089,2329,15418
2025-08-11 08:53:30,europe,knitted t-shirt T-Shirts,13438,2285,15723
2025-08-11 08:53:31,europe,knitted t-shirt Short Sleeves,13246,2480,15726
2025-08-11 08:53:31,europe,woven shorts Shorts,17516,2811,20327
2025-08-11 08:53:32,europe,knitted t-shirt T-Shirts,13121,2404,15525
2025-08-11 08:53:38,europe,woven shorts Shorts,17752,2324,20076
2025-08-11 08:53:56,europe,woven pants Trousers,17443,2718,20161
2025-08-11 10:12:38,australia,knitted t-shirt T-Shirts,15379,989,16368
2025-08-11 10:12:42,australia,knitted t-shirt T-Shirts,15696,2103,17799
2025-08-11 10:12:42,australia,woven pants Trousers,14692,2040,16732
2025-08-11 10:12:43,australia,knitted t-shirt T-Shirts,15696,2171,17867
2025-08-11 10:12:43,australia,knitted tights Tights,15347,2189,17536
2025-08-11 10:12:43,australia,knitted t-shirt T-Shirts,15359,2360,17719
2025-08-11 10:12:44,australia,knitted tights Tights,15347,2322,17669
2025-08-11 10:12:44,australia,woven shorts Shorts,14765,2361,17126
2025-08-11 10:12:45,australia,knitted t-shirt Short Sleeves,15359,2464,17823
2025-08-11 10:44:32,australia,knitted t-shirt T-Shirts,15379,989,16368
2025-08-11 10:44:37,australia,knitted t-shirt T-Shirts,15696,2171,17867
2025-08-11 10:44:37,australia,knitted t-shirt T-Shirts,15696,2103,17799
2025-08-11 10:44:37,australia,knitted t-shirt T-Shirts,15359,2311,17670
2025-08-11 10:44:37,australia,woven pants Trousers,14692,2040,16732
2025-08-11 10:44:38,australia,knitted tights Tights,15347,2322,17669
2025-08-11 10:44:39,australia,knitted tights Tights,15347,2189,17536
2025-08-11 10:44:41,australia,woven shorts Shorts,14765,2361,17126
2025-08-11 10:44:41,australia,knitted t-shirt Short Sleeves,15359,2464,17823
2025-08-11 10:46:11,australia,knitted t-shirt T-Shirts,15833,2136,17969
2025-08-11 10:46:33,australia,knitted t-shirt T-Shirts,15895,2537,18432
2025-08-11 11:50:50,australia,knitted tights Tights,18796,2218,21014
2025-08-11 11:51:50,australia,knitted tights Tights,18871,2086,20957
2025-08-11 11:54:27,australia,knitted tights Tights,18871,2086,20957
2025-08-11 11:54:27,australia,knitted tights Tights,18871,2086,20957
2025-08-11 11:55:23,australia,knitted tights Tights,18975,2835,21810
2025-08-11 11:55:23,australia,knitted tights Tights,18975,2835,21810
2025-08-11 12:10:05,europe,woven shorts Shorts,17431,2119,19550
2025-08-11 12:10:07,europe,knitted t-shirt T-Shirts,13426,2175,15601
2025-08-11 12:10:07,europe,knitted t-shirt Short Sleeves,13234,2723,15957
2025-08-11 12:10:08,europe,woven pants Trousers,17439,2471,19910
2025-08-11 12:10:09,europe,woven pants Pants,17435,2886,20321
2025-08-11 12:10:09,europe,woven pants Trousers,17423,2797,20220
2025-08-11 12:10:10,europe,knitted t-shirt Short Sleeves,13147,2929,16076
2025-08-11 12:10:10,europe,knitted t-shirt Short Sleeves,13147,2929,16076
2025-08-11 12:10:11,europe,woven padded vest Vests,17738,3059,20797
2025-08-11 12:10:12,europe,knitted tank Tanks,13141,3045,16186
2025-08-11 13:50:04,europe,woven padded vest Vests,17875,2614,20489
2025-08-11 13:53:40,europe,woven padded vest Vests,17875,2421,20296
2025-08-11 14:25:26,canada,knitted tights Tights,55577,2188,57765
2025-08-11 14:25:27,canada,knitted tights Tights,55577,2188,57765
2025-08-11 14:25:29,canada,woven shorts Shorts,54987,2356,57343
2025-08-11 14:25:29,canada,woven shorts Shorts,54751,2731,57482
2025-08-11 14:36:01,europe,woven padded vest Vests,17875,2318,20193
2025-08-11 14:52:42,switzerland,knitted shorts Tights,84630,818,85448
2025-08-11 14:52:44,switzerland,woven pants Pants,84267,1474,85741
2025-08-11 14:52:45,switzerland,woven pants Trousers,84332,2051,86383
2025-08-11 14:52:45,switzerland,woven pants Trousers,84271,2014,86285
2025-08-11 14:52:46,switzerland,knitted t-shirt Short Sleeves,84317,2105,86422
2025-08-11 14:52:46,switzerland,knitted tank Tanks,84311,2290,86601
2025-08-11 14:52:47,switzerland,knitted t-shirt Short Sleeves,84317,2105,86422
2025-08-11 14:52:47,switzerland,woven shorts Shorts,84263,2585,86848
2025-08-11 14:52:49,switzerland,knitted t-shirt T-Shirts,84604,2794,87398
2025-08-11 14:55:33,canada,woven shorts Shorts,54666,2301,56967
2025-08-11 14:55:33,canada,woven pants Pants,54900,2538,57438
2025-08-11 14:55:34,canada,woven pants Trousers,54674,2635,57309
2025-08-11 14:55:34,canada,woven pants Trousers,54658,2348,57006
2025-08-11 16:11:17,switzerland,knitted shorts Tights,84630,818,85448
2025-08-11 16:11:20,switzerland,woven pants Trousers,84271,2014,86285
2025-08-11 16:11:21,switzerland,woven pants Trousers,84332,2051,86383
2025-08-11 16:11:21,switzerland,woven shorts Shorts,84263,1999,86262
2025-08-11 16:11:22,switzerland,woven pants Pants,84267,1474,85741
2025-08-11 16:11:22,switzerland,knitted tank Tanks,84311,2290,86601
2025-08-11 16:11:23,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 16:11:23,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 16:11:24,switzerland,knitted t-shirt T-Shirts,84604,2794,87398
2025-08-11 16:43:50,switzerland,knitted shorts Tights,84630,818,85448
2025-08-11 16:43:52,switzerland,woven pants Trousers,84271,2014,86285
2025-08-11 16:43:53,switzerland,woven shorts Shorts,84263,1999,86262
2025-08-11 16:43:53,switzerland,woven pants Pants,84267,1474,85741
2025-08-11 16:43:54,switzerland,woven pants Trousers,84332,2051,86383
2025-08-11 16:43:54,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 16:43:54,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 16:43:55,switzerland,knitted tank Tanks,84311,2290,86601
2025-08-11 16:43:56,switzerland,knitted t-shirt T-Shirts,84604,2794,87398
2025-08-11 16:48:18,switzerland,knitted shorts Tights,84630,818,85448
2025-08-11 16:48:19,switzerland,woven pants Pants,84267,1474,85741
2025-08-11 16:48:20,switzerland,woven shorts Shorts,84263,1999,86262
2025-08-11 16:48:21,switzerland,woven pants Trousers,84271,2014,86285
2025-08-11 16:48:21,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 16:48:22,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 16:48:22,switzerland,knitted tank Tanks,84311,2290,86601
2025-08-11 16:48:23,switzerland,knitted t-shirt T-Shirts,84604,2794,87398
2025-08-11 16:48:23,switzerland,woven pants Trousers,84332,2051,86383
2025-08-11 16:49:19,europe,woven padded vest Vests,17875,2318,20193
2025-08-11 16:54:24,europe,woven padded vest Vests,17875,2318,20193
2025-08-11 16:55:00,europe,woven padded vest Vests,17875,2901,20776
2025-08-11 17:06:16,europe,woven padded vest Vests,18201,2712,20913
2025-08-11 17:07:51,switzerland,knitted shorts Tights,84630,818,85448
2025-08-11 17:07:54,switzerland,woven pants Pants,84267,1474,85741
2025-08-11 17:07:55,switzerland,woven pants Trousers,84332,2051,86383
2025-08-11 17:07:55,switzerland,woven shorts Shorts,84263,1999,86262
2025-08-11 17:07:56,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 17:07:57,switzerland,knitted t-shirt Short Sleeves,84317,2506,86823
2025-08-11 17:07:57,switzerland,knitted tank Tanks,84311,2290,86601
2025-08-11 17:07:57,switzerland,woven pants Trousers,84271,2014,86285
2025-08-11 17:07:58,switzerland,knitted t-shirt T-Shirts,84604,2794,87398
2025-08-11 17:10:01,switzerland,woven shorts Shorts,84386,2188,86574
2025-08-11 17:11:07,switzerland,woven pants Trousers,84378,5325,89703
2025-08-12 14:04:27,europe,woven padded vest Vests,18201,3526,21727
2025-08-13 10:50:21,south korea,knitted t-shirt Short Sleeves,8199,582,8781
2025-08-13 10:50:21,south korea,knitted t-shirt Short Sleeves,8199,582,8781
2025-08-13 10:50:21,south korea,woven shorts Shorts,8369,691,9060
2025-08-13 10:50:21,south korea,knitted t-shirt T-Shirts,8478,671,9149
2025-08-13 10:50:21,south korea,woven pants Trousers,8377,708,9085
2025-08-13 10:50:22,south korea,knitted t-shirt Short Sleeves,8286,777,9063
2025-08-13 10:50:28,south korea,knitted tank Tanks,8193,1801,9994
2025-08-13 10:50:29,south korea,knitted tank Tanks,8208,2027,10235
2025-08-13 10:50:29,south korea,woven pants Pants,8373,1852,10225
2025-08-13 10:50:31,south korea,woven pants Trousers,8361,2369,10730
2025-08-13 11:00:38,united kingdom,knitted half tights Tights,11289,645,11934
2025-08-13 11:00:38,united kingdom,knitted t-shirt Short Sleeves,11100,668,11768
2025-08-13 11:00:38,united kingdom,knitted tights Tights,10916,688,11604
2025-08-13 11:00:38,united kingdom,knitted tank T-Shirts,11245,711,11956
2025-08-13 11:00:44,united kingdom,woven shorts Shorts,13748,1799,15547
2025-08-13 11:00:45,united kingdom,knitted tights Tights,11285,1923,13208
2025-08-13 11:00:46,united kingdom,woven padded vest Winter Jackets,13768,2125,15893
2025-08-13 11:00:46,united kingdom,knitted t-shirt Long Sleeves,10928,1853,12781
2025-08-13 11:00:46,united kingdom,knitted tights Tights,10922,2031,12953
