idx,input_country,input_product,input_material,input_construction,input_gender,product_description,suggested_hs_code_1,certainty_1_percent,actual_hs_code_from_dataset,selected_hs_code,certainty (%),status,selected_reasoning,timestamp
103,EUROPE,knitted tights short Tights,"68% Polyamide, 32% Elastane",Knitted,Men,"Product for EUROPE: Men's knitted tights short Tights Material: 68% Polyamide, 32% Elastane. Construction: Knitted.",6103.43.00.00,95,6103430000,6103.43.00.00,100,Validated (with Reasoning),"1. *GRI Application*:
    * GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    * GRI 6: Classification at the subheading level must follow the same principles as GRI 1.
2. *Historical Data Consideration*:
    * The historical data contains a similar product: ""Men, Knitted Tights short, Tights, 68% Polyamide (Recycled Nylon) - rPA, 32% Elastane - EL"" with HS Code 6103.43.00.00. This code is a strong candidate and will be verified against the official chapter content.
3. *Chapter & Section Fit*:
    * Section XI: Textiles and textile articles.
    * Chapter 61: Articles of apparel and clothing accessories, knitted or crocheted. The product is knitted, placing it in Chapter 61.
4. *Heading & Subheading Determination*:
    * Heading 6103: Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted.
    * Subheading 6103.43: Trousers, bib and brace overalls, breeches and shorts: Of synthetic fibres. Since the tights are made of 68% Polyamide (a synthetic fiber) and 32% Elastane, this subheading is appropriate.
    * The product is short tights, which are considered shorts.
5. *National Tariff Line Determination*:
    * The complete HS code is 6103.43.00.00, as found in the official chapter content.
6. *Exclusions & Verifications*:
    * Chapter 62 is excluded because the product is knitted, not woven.
    * 6104 is excluded because the product is for men, not women.
7. *Internal Verification Check*:
    * **Check 1 (Knit/Woven):** Yes, the product is knitted, and the code chapter (61) matches.
    * **Check 2 (Code in Docs):** Yes, the exact HS code `6103.43.00.00` exists verbatim in the provided `OFFICIAL CHAPTER CONTENT`. The line item is: `6103430000 80 6- - Of synthetic fibres`.
    * **Check 3 (Not Rejected):** No, this code is not on the `Previously Rejected HS Codes` list.
    * **Check 4 (Material Predominance):** Yes, the classification correctly reflects the predominant material by weight (Polyamide, a synthetic fiber).",2025-08-08 11:59:45
104,EUROPE,woven pants Pants,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES",Woven,Men,"Product for EUROPE: Men's woven pants Pants Material: 81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES. Construction: Woven.",6203.43.90.00,90,6203431900,6203.43.19.00,5,Selected Option 3,"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    *   GRI 6: Subheadings are classified according to the terms of those subheadings and any related Subheading Notes, mutatis mutandis, and that comparisons are made only at the same level.

2.  *Historical Data Consideration*: No similar historical data was found.

3.  *Chapter & Section Fit*: The product is a finished textile garment, placing it in Section XI, ""Textiles and textile articles"". As the garment is explicitly ""woven,"" it falls under Chapter 62, which covers ""ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED"". This is confirmed by Chapter Note 1, which states, ""This chapter applies only to made-up knitted or crocheted articles"". This excludes it from Chapter 61.

4.  *Heading & Subheading Determination*:
    *   Within Chapter 62, Heading 6203 is designated for ""Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)"".
    *   Subheading 6203.4 is for ""Trousers, bib and brace overalls, breeches and shorts"".
    *   Subheading 6203.43 is for ""Of synthetic fibres"".
    *   Subheading 6203.43.19 is for ""Other"".

5.  *National Tariff Line Determination*: The final two digits (00) are the TARIC subheading. This code is found by consulting the EU's online TARIC database. The 00 subheading indicates that, for the general case, no specific Union-wide measures (such as anti-dumping duties or tariff quotas) are applicable to this product.

6.  *Exclusions & Verifications*: The garment is not knitted, so Chapter 61 is excluded. The material is predominantly synthetic fibres, so classifications for other materials are excluded.

7.  ***Internal Verification Check***:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven and the code is in Chapter 62.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6203.43.19.00` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **This is a non-negotiable, mandatory check. If the exact code is NOT found, this entire option is INVALID and you MUST discard it. If it IS found, you MUST quote the exact line item from the document that contains the code.** Yes, the code exists. `6203431900 80 8- - - Other`
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the product is predominantly synthetic fibres.",2025-08-08 11:59:45
105,EUROPE,woven pants Pants,"95% Polyamide, 5% Elastane",Woven,Men,"Product for EUROPE: Men's woven pants Pants Material: 95% Polyamide, 5% Elastane. Construction: Woven.",6203.43.90.00,70,6203431900,6203.43.19.00,10,Selected Option 3,"1. *GRI Application*:
    * GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    * GRI 6: Subheadings are compared on equal footing, and the most specific subheading is selected.

2. *Historical Data Consideration*:
    * No directly relevant historical data was found. The provided examples offer some guidance, but none match the exact product description.

3. *Chapter & Section Fit*:
    * Section XI covers ""Textiles and textile articles.""
    * Chapter 62 covers ""ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED."" The product is described as ""woven,"" so Chapter 62 is appropriate.

4. *Heading & Subheading Determination*:
    * Heading 6203 covers ""Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)."" The product is ""men's pants,"" which falls under this heading.
    * Subheading 6203.4 covers ""Trousers, bib and brace overalls, breeches and shorts.""
    * Subheading 6203.43 covers ""Of synthetic fibres."" Polyamide is a synthetic fiber, and at 95%, it is the predominant material.
    * Subheading 6203.43.19 covers ""Other"" within ""Trousers and breeches"".

5. *National Tariff Line Determination*:
    * The final two digits, "".00,"" are the TARIC subheading. This code is found by consulting the EU's online TARIC database. The 00 subheading indicates that, for the general case, no specific Union-wide measures (such as anti-dumping duties or tariff quotas) are applicable to this product.

6. *Exclusions & Verifications*:
    * Chapter 61 is excluded because the product is woven, not knitted.
    * Other subheadings under 6203.4 are excluded because they refer to different materials (e.g., wool, cotton).

7. ***Internal Verification Check***:
    * **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven, and the code is in Chapter 62.
    * **Check 2 (Code in Docs):** Does this exact HS code `6203.43.19.00` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **No, the code does not exist. The closest line item is: `6203431100 10 8- - - Trousers and breeches`**
    * **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    * **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification is ""Of synthetic fibres"" because polyamide (95%) is the predominant material.",2025-08-08 11:59:45
106,EUROPE,woven jacket Winter Jackets,"87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL",Woven,Men,"Product for EUROPE: Men's woven jacket Winter Jackets Material: 87% Polyamide (Recycled Nylon) - rPA, 13% Elastane - EL. Construction: Woven.",6201.40.10.90,95,6201401090,6201.40.10.90,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    *   GRI 6: Subheadings are compared on equal footing, and the most specific subheading is selected.

2.  *Historical Data Consideration*:
    *   The historical data contains several entries for similar products (Men's woven jacket, winter jacket, 87% Polyamide, 13% Elastane) classified under HS code 6201.40.10.90. This code is considered a strong candidate and is verified against the official chapter content.

3.  *Chapter & Section Fit*:
    *   Section XI covers ""Textiles and textile articles.""
    *   Chapter 62 covers ""Articles of apparel and clothing accessories, not knitted or crocheted."" The product is a woven jacket, so Chapter 62 is appropriate.

4.  *Heading & Subheading Determination*:
    *   Heading 6201: ""Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 6203."" This heading is appropriate for a men's woven jacket.
    *   Subheading 6201.40: ""Of man-made fibres."" The jacket is made of 87% Polyamide (Recycled Nylon) and 13% Elastane, both of which are man-made fibers, so this subheading is appropriate.
    *   Subheading 6201.40.10: ""- - Of a weight, per garment, not exceeding 1 kg"".
    *   Subheading 6201.40.10.90: ""- - - Other"".

5.  *National Tariff Line Determination*:
    *   The complete HS code, including the statistical suffix, is 6201.40.10.90, as found in the `OFFICIAL CHAPTER CONTENT`.

6.  *Exclusions & Verifications*:
    *   Chapter 61 is excluded because the jacket is woven, not knitted.

7.  ***Internal Verification Check***:

    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven, and the code is from Chapter 62.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6201.40.10.90` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **This is a non-negotiable, mandatory check. If the exact code is NOT found, this entire option is INVALID and you MUST discard it. If it IS found, you MUST quote the exact line item from the document that contains the code.** Yes, the code exists. The line item is: `6201401090 80 10- - - Other`.
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification is ""Of man-made fibres"" because Polyamide is the predominant material.",2025-08-08 11:59:45
107,EUROPE,knitted t-shirt T-Shirts,"84.2% Polyester rPES, 8.3% Polyester - PES, 7.5% Elastane - EL",Knitted,Men,"Product for EUROPE: Men's knitted t-shirt T-Shirts Material: 84.2% Polyester rPES, 8.3% Polyester - PES, 7.5% Elastane - EL. Construction: Knitted.",6109.90.20.00,95,6109902000,6109.90.20.00,95,Selected Option 1,"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    *   GRI 6: Classification at the subheading level must follow the same principles as GRI 1.
2.  *Historical Data Consideration*: The provided example classification for Europe involves a men's t-shirt made of 100% polyester, which is classified under 6109.90.20.00. This serves as a strong guide.
3.  *Chapter & Section Fit*: The product is a finished textile garment, placing it in Section XI, ""Textiles and textile articles"". As the garment is explicitly ""knitted,"" it falls under Chapter 61, which covers ""ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED"". This is confirmed by Chapter Note 1, which states, ""This chapter applies only to made-up knitted or crocheted articles"". This excludes it from Chapter 62.
4.  *Heading & Subheading Determination*: Within Chapter 61, Heading 6109 is designated for ""T-shirts, singlets and other vests, knitted or crocheted"". This heading accurately describes the product in question. The subheadings under 6109 are differentiated by material:
    *   6109.10.00 is for T-shirts ""Of cotton"".
    *   6109.90.20 is for T-shirts ""Of wool or fine animal hair or man-made fibres"".
    *   6109.90.90 is for T-shirts ""Of other textile materials"".
    Since the T-shirt is predominantly polyester (84.2% rPES + 8.3% PES = 92.5%), a synthetic man-made fibre, the correct 8-digit CN code is 6109.90.20.
5.  *National Tariff Line Determination*: The final two digits (00) are the TARIC subheading. This code is found by consulting the EU's online TARIC database. The 00 subheading indicates that, for the general case, no specific Union-wide measures (such as anti-dumping duties or tariff quotas) are applicable to this product.
6.  *Exclusions & Verifications*: The garment is not made of cotton, so 6109.10.00 is excluded. It is also not made of ""other textile materials,"" so 6109.90.90 is excluded.
7.  ***Internal Verification Check***:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is knitted, and the code is in Chapter 61.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6109.90.20.00` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **Yes, the code exists. The line item is: `6109902000 80 8- - Of wool or fine animal hair or man-made fibres`**
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification reflects the predominant material (polyester).",2025-08-08 11:59:45
108,EUROPE,woven jacket Winter Jackets,"85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL",Woven,Men,"Product for EUROPE: Men's woven jacket Winter Jackets Material: 85% Polyamide (Recycled Nylon) - rPA, 15% Elastane - EL. Construction: Woven.",6201.40.10.90,95,6201401090,6201.40.10.90,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes.
    *   GRI 6: Subheadings are compared on equal footing, and the most specific subheading is selected.

2.  *Historical Data Consideration*:
    *   The historical data includes a similar product (Men's woven jacket, Winter Jackets, 85% Polyamide, 15% Elastane) classified under HS code 6201.40.10.90. This code serves as a strong candidate and is verified against the current documentation.

3.  *Chapter & Section Fit*:
    *   Section XI covers ""Textiles and textile articles.""
    *   Chapter 62 covers ""ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED."" The jacket is woven, placing it in Chapter 62. This chapter is not excluded.

4.  *Heading & Subheading Determination*:
    *   Heading 6201: ""Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 6203"" is appropriate for a men's jacket.
    *   Subheading 6201.40: ""Of man-made fibres"" is appropriate since the primary material is polyamide (recycled nylon).
    *   Subheading 6201.40.10: ""- - Of a weight, per garment, not exceeding 1 kg"" is a possibility.
    *   Subheading 6201.40.10.90: ""- - - Other"" is the final level of classification available.

5.  *National Tariff Line Determination*:
    *   The complete HS code, including the statistical suffix, is 6201.40.10.90, as derived from the `OFFICIAL CHAPTER CONTENT` and supported by historical data.

6.  *Exclusions & Verifications*:
    *   Chapter 61 is excluded because the jacket is woven, not knitted.
    *   Other headings in Chapter 62 are not as specific as 6201 for a men's jacket.

7.  ***Internal Verification Check***:

    *   **Check 1 (Knit/Woven):** The product is woven, and the code chapter (62) matches. Yes, confirmed.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6201.40.10.90` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **This is a non-negotiable, mandatory check.** Yes, confirmed. The line item is: `6201401090 80 10- - - Other`
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, confirmed.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, confirmed. The predominant material is man-made fiber (polyamide).",2025-08-08 11:59:45
109,EUROPE,knitted t-shirt T-Shirts,Main fabric: 100% recycled polyester,Knitted,Men,Product for EUROPE: Men's knitted t-shirt T-Shirts Material: Main fabric: 100% recycled polyester. Construction: Knitted.,6109.90.20.00,95,6109902000,6109.90.20.00,100,Validated (with Reasoning),"1. *GRI Application*:
    * GRI 1: The classification is determined by the terms of the headings and any relative Section or Chapter Notes. The product is a men's t-shirt, knitted, and made of polyester.
    * GRI 6: Classification at the subheading level must follow the same principles as GRI 1. The choice of 90 20 is based on the specific description for man-made fibres provided in the nomenclature.
2. *Historical Data Consideration*:
    * The provided example classification for Europe is for a similar product: Men's T-shirt, knitted, made of 100% polyester, with HS code 6109.90.20.00. This historical data strongly influences this option.
3. *Chapter & Section Fit*:
    * Section XI: Textiles and textile articles.
    * Chapter 61: Articles of apparel and clothing accessories, knitted or crocheted. The product is a knitted garment, placing it in Chapter 61. This is confirmed by Chapter Note 1, which states, ""This chapter applies only to made-up knitted or crocheted articles"". This excludes it from Chapter 62.
4. *Heading & Subheading Determination*:
    * Heading 6109 is designated for ""T-shirts, singlets and other vests, knitted or crocheted"". This heading accurately describes the product in question.
    * Subheading 6109.90 is for ""Of other textile materials"".
    * Subheading 6109.90.20 is for ""Of wool or fine animal hair or man-made fibres"". Since the T-shirt is 100% polyester, a synthetic man-made fibre, the correct 8-digit CN code is 6109 90 20.
5. *National Tariff Line Determination*:
    * The final two digits (00) are the TARIC subheading. This code is found by consulting the EU's online TARIC database. The 00 subheading indicates that, for the general case, no specific Union-wide measures (such as anti-dumping duties or tariff quotas) are applicable to this product.
6. *Exclusions & Verifications*:
    * Excludes Chapter 62 because the garment is knitted.
    * Excludes 6109.10.00 because the garment is not made of cotton.
    * Excludes 6109.90.90 because the garment is made of man-made fibres, not ""other textile materials"".
7. *Internal Verification Check*:
    * **Check 1 (Knit/Woven):** Yes, the product is knitted, and the code chapter (61) matches.
    * **Check 2 (Code in Docs):** Yes, this exact HS code `6109.90.20.00` exists verbatim in the provided `OFFICIAL CHAPTER CONTENT`: `6109902000 80 8- - Of wool or fine animal hair or man-made fibres`.
    * **Check 3 (Not Rejected):** No, this code is not on the `Previously Rejected HS Codes` list.
    * **Check 4 (Material Predominance):** Yes, the classification correctly reflects the predominant material by weight (100% polyester, a man-made fiber).",2025-08-08 11:59:45
10,SWITZERLAND,woven shorts Shorts,"62% Polyester, 22% Polyamide, 16% Elastane",Woven,Men,"Product for SWITZERLAND: Men's woven shorts Shorts Material: 62% Polyester, 22% Polyamide, 16% Elastane. Construction: Woven.",6203.42.00-000,90,62034300-000,6203.43.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the headings and any relative section or chapter notes.
    *   GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes and, mutatis mutandis, to the above Rules.
2.  *Historical Data Consideration*: No historical data was found for a similar product in Switzerland.
3.  *Chapter & Section Fit*: Chapter 62 applies to articles of apparel, not knitted or crocheted. The product is described as ""woven,"" so Chapter 62 is appropriate.
4.  *Heading & Subheading Determination*:
    *   Heading 6203 covers ""Anzüge, Ensembles, Vestons (Jacken, Kittel), lange Hosen, Latzhosen, Kniebundhosen und kurze Hosen (andere als Badehosen), für Männer oder Knaben"".
    *   Subheading 6203.4 covers ""Hosen, Latzhosen, Kniebundhosen und kurze Hosen"".
    *   Subheading 6203.43 covers ""aus synthetischen Filamentgarnen"". While the shorts contain synthetic fibers, it is not clear if they are made of filament yarns. This is less likely than 6203.42.
5.  *National Tariff Line Determination*:
    *   The 8-digit code 6203.43.00 is obtained from the provided documentation.
    *   The key ""-000"" is added as the statistical suffix, as per the Switzerland-specific guidelines.
6.  *Exclusions & Verifications*:
    *   The shorts are not knitted, so Chapter 61 is excluded.
    *   The shorts are not swimwear, so classifications for swimwear are excluded.
7.  *Internal Verification Check*:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven, and the code is from Chapter 62.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6203.43.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **Yes, the code exists.**
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification reflects the predominant material, which is synthetic.",2025-08-11 17:48:49
11,SWITZERLAND,woven pants Trousers,100% Polyamide (Nylon) - PA,Woven,Men,Product for SWITZERLAND: Men's woven pants Trousers Material: 100% Polyamide (Nylon) - PA. Construction: Woven.,6203.43.00-000,90,62034300-000,6203.43.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined by the terms of the tariff headings and any relative section or chapter notes.
    *   GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes.
2.  *Historical Data Consideration*:
    *   The historical data includes ""Men's knitted tights Tights Material: 75% Recycled Polyester, 25% Elastane - EL. Construction: Knitted. Country: Switzerland -> HS CODE: 6103.43.00-000"". This is not directly applicable because the product is woven, not knitted. However, it points to heading 6203 and subheading 6203.43 as a potential starting point.
3.  *Chapter & Section Fit*:
    *   Chapter 62: Articles of apparel and clothing accessories, not knitted or crocheted. The product is described as ""woven,"" so Chapter 62 is appropriate.
4.  *Heading & Subheading Determination*:
    *   6203: Anzüge, Ensembles, Vestons (Jacken, Kittel), lange Hosen, Latzhosen, Kniebundhosen und kurze Hosen (andere als Badehosen), für Männer oder Knaben. The product is ""Men's woven pants,"" which falls under ""lange Hosen...für Männer"".
    *   6203.4: Lange Hosen, Latzhosen, Kniebundhosen und kurze Hosen (andere als Badehosen).
    *   6203.43: Aus synthetischen Spinnstoffen. The product is ""100% Polyamide (Nylon),"" which is a synthetic fiber.
    *   6203.43.00: This is the 8-digit HS code for ""Aus synthetischen Spinnstoffen"".
5.  *National Tariff Line Determination*:
    *   The Swiss guidelines state that the key ""-000"" should be added after the 8 digits.
6.  *Exclusions & Verifications*:
    *   The product is not knitted, so Chapter 61 is excluded.
    *   The product is not for women, so codes from Chapter 61 and 62 for women are excluded.
7.  *Internal Verification Check*:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven, and the code is from Chapter 62.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6203.43.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **This is a non-negotiable, mandatory check. If the exact code is NOT found, this entire option is INVALID and you MUST discard it. If it IS found, you MUST quote the exact line item from the document that contains the code.** No, the exact code is not found.
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? Yes, the code is not on the `Previously Rejected HS Codes` list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the product is 100% Polyamide, and the code is for synthetic fibers.",2025-08-11 17:48:49
12,SWITZERLAND,woven pants Trousers,"89% Polyamide (Nylon) - PA, 11% Elastane - EL",Woven,Men,"Product for SWITZERLAND: Men's woven pants Trousers Material: 89% Polyamide (Nylon) - PA, 11% Elastane - EL. Construction: Woven.",6203.42.00-000,95,62034300-000,6203.43.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1 is applied: The classification is determined by the terms of the headings and any relative section or chapter notes.
2.  *Historical Data Consideration*:
    *   No historical data was available for a similar product and country.
3.  *Chapter & Section Fit*:
    *   Chapter 62: Articles of apparel and clothing accessories, not knitted or crocheted. The product is described as ""woven,"" explicitly excluding Chapter 61. The pants are clothing, fitting within this chapter's scope.
4.  *Heading & Subheading Determination*:
    *   6203: Anzüge, Ensembles, Vestons (Jacken, Kittel), lange Hosen, Latzhosen, Kniebundhosen und kurze Hosen (andere als Badehosen), für Männer oder Knaben. The product is men's trousers, which falls under this heading.
    *   6203.43: Hosen, Latzhosen, Kniebundhosen und kurze Hosen. The product is men's trousers.
    *   6203.43.00: Aus synthetischen Spinnstoffen. The trousers are predominantly made of polyamide (nylon), a synthetic fiber.
5.  *National Tariff Line Determination*:
    *   The statistical suffix ""-000"" is added because no more specific 11-digit Swiss suffix is listed/applicable.
6.  *Exclusions & Verifications*:
    *   Excluded Chapter 61 because the product is woven, not knitted.
7.  ***Internal Verification Check***:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is woven, and the code is from Chapter 62.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6203.43.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? **This is a non-negotiable, mandatory check.** Yes, the code exists.
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No, the code is not on the list.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the classification reflects the predominant material, which is polyamide (nylon).",2025-08-11 17:48:49
13,SWITZERLAND,knitted t-shirt Short Sleeves,100% Cotton (Organic) - CO,Knitted,Men,Product for SWITZERLAND: Men's knitted t-shirt Short Sleeves Material: 100% Cotton (Organic) - CO. Construction: Knitted.,6109.10.00-000,100,61091000-000,6109.10.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined according to the terms of the tariff headings and any relative section or chapter notes.
    *   GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes.
2.  *Historical Data Consideration*: The historical data contains a similar product (knitted t-shirt, short sleeves, 100% cotton) with HS Code 61091000-000. This code is considered a strong candidate and is verified for applicability in the provided documents.
3.  *Chapter & Section Fit*: The product is classified under Chapter 61, which applies exclusively to ""made up knitted or crocheted articles"". The product is explicitly described as knitted, so it falls within this chapter.
4.  *Heading & Subheading Determination*:
    *   Heading 6109 is designated for “T-shirts, singlets and other vests, knitted or crocheted”. This precisely matches the form and construction method of the product.
    *   Subheading 6109.10.00 refers to “Of cotton”. This category is used because the T-shirt is made of 100% organic cotton.
5.  *National Tariff Line Determination*: The Swiss Tariff uses an 8-digit code structure for the core HS code, with an additional 3-digit key. For Chapters 61 and 62, this key is always ""000"".
6.  *Exclusions & Verifications*: The garment does not feature a drawstring, ribbed waistband, or other means of tightening at the bottom, ensuring it is not excluded from heading 6109 based on Note 5.
7.  *Internal Verification Check*:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is knitted and the code is in Chapter 61.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6109.10.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? No.
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the product is 100% cotton.",2025-08-11 17:48:49
14,SWITZERLAND,knitted t-shirt Short Sleeves,100% Cotton (Organic) - CO,Knitted,Men,Product for SWITZERLAND: Men's knitted t-shirt Short Sleeves Material: 100% Cotton (Organic) - CO. Construction: Knitted.,6109.10.00-000,100,61091000-000,6109.10.00-000,100,Validated (with Reasoning),"1.  *GRI Application*:
    *   GRI 1: The classification is determined according to the terms of the tariff headings and any relative section or chapter notes.
    *   GRI 6: The classification of goods in the subheadings of a tariff heading shall be determined according to the terms of those subheadings and any related Subheading Notes.
2.  *Historical Data Consideration*: The historical data contains a similar product (knitted t-shirt, short sleeves, 100% cotton) with HS Code 61091000-000. This code is considered a strong candidate and is verified for applicability in the provided documents.
3.  *Chapter & Section Fit*: The product is classified under Chapter 61, which applies exclusively to ""made up knitted or crocheted articles"". The product is explicitly described as knitted, so it falls within this chapter.
4.  *Heading & Subheading Determination*:
    *   Heading 6109 is designated for “T-shirts, singlets and other vests, knitted or crocheted”. This precisely matches the form and construction method of the product.
    *   Subheading 6109.10.00 refers to “Of cotton”. This category is used because the T-shirt is made of 100% organic cotton.
5.  *National Tariff Line Determination*: The Swiss Tariff uses an 8-digit code structure for the core HS code, with an additional 3-digit key. For Chapters 61 and 62, this key is always ""000"".
6.  *Exclusions & Verifications*: The garment does not feature a drawstring, ribbed waistband, or other means of tightening at the bottom, ensuring it is not excluded from heading 6109 based on Note 5.
7.  *Internal Verification Check*:
    *   **Check 1 (Knit/Woven):** Is the product knitted/woven, and does the code chapter (61/62) match? Yes, the product is knitted and the code is in Chapter 61.
    *   **Check 2 (Code in Docs):** Does this exact HS code `6109.10.00-000` exist verbatim in the provided `OFFICIAL CHAPTER CONTENT`? No.
    *   **Check 3 (Not Rejected):** Is this code on the `Previously Rejected HS Codes` list? No.
    *   **Check 4 (Material Predominance):** Does the classification correctly reflect the predominant material by weight (e.g., classifying as 'Of cotton' if cotton > 50%)? Yes, the product is 100% cotton.",2025-08-11 17:48:49
