,item_code,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition,Department,Division,Product Group,Product Type,style_number,style_name,development_name,style_update,Composition for Label,Material Group,Material Type,Main Material,Inseam Length (cm),Construction,Composition,Secondary Material,Composition.1,Garment Weight Without Packaging,Sales Color Name,option_version
1910,1ME12180663,JPN,Japan,610990200,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1911,1ME12180663,KOR,South Korea,6109903010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1912,1ME12180663,AUS,Australia,6109900005,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1913,1ME12180663,CHE,Switzerland,61099000-000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1914,1ME12180663,EU,Europe,6109902000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1915,1ME12180663,CAN,Canada,6109900010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1916,1ME12180663,NZL,New Zealand,6109901200E,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1917,1ME12180663,NOR,Norway,61099010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Orange,2024SP
1918,1ME12182503,AUS,Australia,6109900005,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1919,1ME12182503,CAN,Canada,6109900010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1920,1ME12182503,HKG,Hong Kong,61099010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1921,1ME12182503,GBR,United Kingdom,6109902000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1922,1ME12182503,JPN,Japan,610990200,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1923,1ME12182503,USA,United States,6109901007,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1924,1ME12182503,NZL,New Zealand,6109901200E,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1925,1ME12182503,CHE,Switzerland,61099000-000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1926,1ME12182503,NOR,Norway,61099010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1927,1ME12182503,KOR,South Korea,6109903010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1928,1ME12182503,BRA,Brazil,61099000,,,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1929,1ME12182503,CHN,China,6109909050,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1930,1ME12182503,EU,Europe,6109902000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Pink,2024SP
1931,1ME12182918,JPN,Japan,610990200,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1932,1ME12182918,EU,Europe,6109902000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1933,1ME12182918,CHE,Switzerland,61099000-000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1934,1ME12182918,NZL,New Zealand,6109901200E,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1935,1ME12182918,HKG,Hong Kong,61099010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1936,1ME12182918,AUS,Australia,6109900005,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1937,1ME12182918,BRA,Brazil,61099000,,,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1938,1ME12182918,KOR,South Korea,6109903010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1939,1ME12182918,GBR,United Kingdom,6109902000,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1940,1ME12182918,CAN,Canada,6109900010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1941,1ME12182918,NOR,Norway,61099010,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1942,1ME12182918,USA,United States,6109901007,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1943,1ME12182918,CHN,China,6109909050,Knitted T-Shirt,100% Polyester (Mechanical Recycled) - rPES,Apparel,Men,Tops,T-Shirts,1ME1218,Active T-Shirt,Loewe Active-T M,TN - Totally New,"Main Fabric
Polyester (recycled) 100%
Rib
Polyester (recycled) 95%
Elastane 5%",Textile,Knit,TX02317  | DN100CG-M,0.0,Single Jersey,100% Polyester (Mechanical Recycled) - rPES,TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",194,Grey Melange,2024SP
1944,1ME12191922,BRA,Brazil,62079990,,,Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1945,1ME12191922,KOR,South Korea,6207993010,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1946,1ME12191922,AUS,Australia,6207990027,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1947,1ME12191922,CHN,China,6207992011,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1948,1ME12191922,NOR,Norway,62079900,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1949,1ME12191922,HKG,Hong Kong,62079940,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1950,1ME12191922,GBR,United Kingdom,6207991000,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1951,1ME12191922,NZL,New Zealand,6207991810A,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1952,1ME12191922,JPN,Japan,620799210,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1953,1ME12191922,CHE,Switzerland,62079900-000,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1954,1ME12191922,CAN,Canada,6207991000,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1955,1ME12191922,EU,Europe,6207991000,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1956,1ME12191922,USA,United States,6207998520,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble,2024SP
1957,1ME12192323,EU,Europe,6207991000,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble OAC,2024SP
1958,1ME12192323,AUS,Australia,6207990027,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble OAC,2024SP
1959,1ME12192323,USA,United States,6207998520,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble OAC,2024SP
1960,1ME12192323,BRA,Brazil,62079990,,,Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble OAC,2024SP
1961,1ME12192323,KOR,South Korea,6207993010,Woven Singlet,"92% Polyester - PES, 8% Elastane (Spandex) - EL",Apparel,Men,Tops,T-Shirts,1ME1219,Race Singlet Ath,Race Singlet Athlete M,TN - Totally New,"Main Fabric
Polyester 92%
Elastane 8%",Textile,Woven,TX02579  | FY09186-44,0.0,Single Jersey,"92% Polyester - PES, 8% Elastane (Spandex) - EL",TX02700  | DN40CG-MPU,"95% Polyester (Mechanical Recycled) - rPES, 5% Elastane - EL",0,Cobble OAC,2024SP
